objectid,description,date,creator,title,language,location,citation,subject,Automatic Tags,abstract_note,publication_title,isbn,issn,doi,url,pages,issue,volume,number_of_volumes,publisher,Rights,Type,Archive,Archive Location,Extra,File Attachments,Link Attachments,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24
db0031,Journal Article,2023,"Miguel, Katarini Giroldo",Narrativas jornalísticas ecofeministas não elaboradas. Ou a posteriori,pt,Brasil,,,decolonialidade; ecofeminismo; jornalismo; perspectiva de gênero,"Resumo: Neste artigo de experiências, construído em uma lógica reversa, analisamos narrativas experimentais, que produzimos no âmbito da graduação em Jornalismo da UFMS, e as re-elaboramos neste movimento a posteriori, a partir dos ideais ecofeministas, atravessados pela questão decolonial e práticas do jornalismo com perspectiva de gênero. Vislumbramos nestas articulações prático-teóricas entre ensino-graduação, pesquisa-pós-graduação, ambientalismo e feminismo, possibilidades de propor horizontes para o jornalismo ecofeminista, a partir das narrativas complexas, do reconhecimento dos marcadores sociais das diferentes mulheres, da valorização das vozes anônimas, do deslocamento de lugares geográficos e sociais hegemônicos, do deixar narrar para materializar uma escrita criativa e engajada.",Revista Estudos Feministas,,"0104-026X, 1806-9584",10.1590/1806-9584-2023v31n387089,https://www.scielo.br/j/ref/a/GRFNTyB4DdqcWQHJZ9ktS8f/?lang=pt,e87089,,31,,,,,,,Publisher: Centro de Filosofia e Ciências Humanas e Centro de Comunicação e Expressão da Universidade Federal de Santa Catarina,/Users/juliabelden/Zotero/storage/36DFRYBK/Miguel - 2023 - Narrativas jornalísticas ecofeministas não elaboradas. Ou a posteriori.pdf,,,,,,,,,,,,,,,,,,,,,,,,
db0032,Journal Article,2020,"Miguel, KG",Manifesto sobre as práticas comunicativas do Greenpeace Brasil e Instituto Socioambiental em cenários de tensionamentos,pt,Brasil,,"midiativismo: ciberativismo: movimento ambiental, política ambiental, greenpeace, instituto socioambiental",,,Chasqui. Revista Latinoamericana de Comunicación,,1390-1079,,,141-161,144,,,,,,,WOS:000607127900009,,,,,,,,,,,,,,,,,,,,,,,,,,
db0033,Book,1967,Pan American Union,La conservacion de la naturaleza y la prensa en la Americana latina.,es,Peru,,,,,,,,,,,,,,,,,,ZOOREC:ZOOR10400008833,Pages: pp. 210,,,,,,,,,,,,,,,,,,,,,,,,,
db0034,Journal Article,2017,"Hasbún-Mancilla, Julio Octavio; Aldunce-Ide, Paulina Paz; Blanco-Wells, Gustavo; Browne-Sartori, Rodrigo",Encuadres del cambio climático en Chile: Análisis de discurso en prensa digital,en,Chile,,Cambio climático; Climate change; communication; comunicación; framing; adaptación; adaptation; mitigación.; encuadres; mitigation.,,"Este artículo presenta un análisis de discurso a cuatro medios de prensa digital en Chile respecto a la mitigación y la adaptación al cambio climático. La investigación, sin precedentes para el caso chileno, se orienta a conocer los encuadres noticiosos con que es comunicado el cambio climático, ya que los medios son la principal fuente de información del cambio climático para los tomadores de decisión y la ciudadanía. Los resultados muestran que los definidores primarios del tema son los actores gubernamentales de nivel nacional, y la invisibilización de las personas y organizaciones ciudadanas en el proceso. Vemos así un alto grado de consenso entre los actores visibilizados respecto al encuadre de oportunidad económica, y la ausencia de encuadres de ecología crítica. Las conclusiones apuntan a que este desbalance podría influir en un diseño de políticas públicas con un sesgo tecnocrático, perdiendo la posibilidad de construir una visión integral del desarrollo del país",Convergencia,,2448-5799,10.29101/crcs.v0i74.4387,,161-186,74,24,,,,,,SCIELO:S1405-14352017000200161,,,,,,,,,,,,,,,,,,,,,,,,,,
db0035,Journal Article,2015,"Arcila-Calderon, Carlos; Mercado, Maria Teresa; Pinuel-Raigada, Jose Luis; Suarez-Sucre, Elias",Media coverage of climate change in spanish-speaking online media,en,Spain,,climate change; media coverage; Conferences of the Parties; Latin America; spanish-language websites,,"Media attention on climate change (CC) in developing countries is crucial for understanding the discourses that exist in vulnerable zones. Past research has focused on printed media coverage of CC in western developed countries, but there is little knowledge on online media in developing countries. Using framing theory framework, this study analyses the way in which spanish-speaking online media frames news about CC. We carried out a quantitative content analysis of 889 news items from 97 online media outlets that published news about CC during COP16 (Cancun-2010) and COP17 (Durban-2011). Findings show that the principal sources are politicians and almost half of the news items came from news wire services. The analysis also indicated an association between the quoted source and the news frame. It is discussed that there exists a 'nationalistic domestication' and that media coverage does not respond to local needs. Further qualitative and comparative analyses are suggested.",CONVERGENCIA-REVISTA DE CIENCIAS SOCIALES,,2448-5799,,,71-95,68,22,,,,,,WOS:000369600600003,,,,,,,,,,,,,,,,,,,,,,,,,,
db0036,Journal Article,2020,"Gonzalez, Fernando A., I",Existe en America del Sur una brecha de consenso sobre el cambio climatico? Evidencia a partir del analisis de percepcion en redes sociales,es,Argentina,"González, F. A. I. (2020). ¿Existe en América del Sur una brecha de consenso sobre el cambio climático? Evidencia a partir del análisis de percepción en redes sociales. Ecología Austral, 30(2), 260–267. https://doi.org/10.25260/EA.20.30.2.0.1050","Twitter, opinión pública, ambiente, algoritmos de clasificación ",,"Este trabajo indaga acerca de la posible existencia de una brecha de consenso entre la evidencia científica y la percepción pública mayoritaria, en relación con el cambio climático en América del Sur. Se utilizaron técnicas de minería de texto para extraer datos de la red social Twitter, georreferenciados en América del Sur, durante septiembre y octubre de 2019. El texto seleccionado fue clasificado a partir de dos clasificadores: el clasificador bayesiano ingenuo y el de máquinas de soporte vectorial. Ambos algoritmos presentaron tasas de precisión elevadas (>80%). Los resultados sugieren que en la actualidad no existe brecha de consenso para el caso de América del Sur. Esta brecha parece estar restringida a países como Estados Unidos. En América del Sur, entre el 86% y 95% de todos los tweets se clasificó como positivo, es decir, que cree que el cambio climático es real.",Ecologia Austral,,0327-5477,10.25260/EA.20.30.2.0.1050,,260-267,2,30,,,,,,BCI:BCI202300614264,,,,,,,,,,,,,,,,,,,,,,,,,,
db0037,Journal Article,2023,"Prosser Bravo, Gabriel; Caro-Zúñiga, Camilo Andrés; Arboleda-Ariza, Juan Carlos; Schröder-Navarro, Ema Consuelo; González-Soto, Milton Luciano",Imaginarios sociales de la juventud en la prensa chilena sobre cambio climático,es,Chile,"Prosser Bravo, G., Caro-Zúñiga, C. A., Arboleda-Ariza, J. C., Schröder-Navarro, E. C., & González-Soto, M. L. (2023). Imaginarios sociales de la juventud en la prensa chilena sobre cambio climático. Cuadernos.Info, (54), 293–317. https://doi.org/10.7764/cdi.54.54673","jóvenes, cambio climático, imaginarios sociales, medios de comunicación, activismo climático ",,"Los medios de comunicación son fundamentales a la hora de reproducir ideas y visiones globales sobre el cambio climático. Este estudio buscó analizar los imaginarios sociales de la juventud en relación con el cambio climático en cuatro medios digitales de prensa escrita. Se identificaron 193 noticias publicadas desde septiembre de 2012 hasta de diciembre de 2020, realizándose un análisis de contenido temático. Se identificaron imaginarios en distinto grado de cristalización: imaginarios tradicionales vinculados con las instituciones, la violencia y la vulnerabilidad climática; imaginarios alternativos, en los que destaca la juventud científica, Greta Thunberg y la manifestación pacífica, e imaginarios instituyentes, que muestran a una juventud consciente de la inequidad ambiental, activista y capaz de ofrecer soluciones. Se plantea el desafío para comunicadores e investigadores sociales de trascender las visiones punitivas y adultocéntricas de la juventud a otras que reconocen sus liderazgos y aportes a la acción climática.",Cuadernos.info,,0719-367X,10.7764/cdi.54.54673,,293-317,54,,,,,,,SCIELO:S0719-367X2023000100293,,,,,,,,,,,,,,,,,,,,,,,,,,
db0038,Journal Article,2015,"Antonieta Arizmendi, Maria; Luisa Martinez, M.; Leon-Regagnon, Virginia; Ortega-Leite, Georgina; Alvarez, Fernando","La Revista Mexicana de Biodiversidad, a 10 años de su creación",es,Mexico,,,,,REVISTA MEXICANA DE BIODIVERSIDAD,,1870-3453,10.1016/j.rmb.2015.10.002,,843-848,4,86,,,,,,WOS:000368644400001,,,,,,,,,,,,,,,,,,,,,,,,,,
db0039,Journal Article,2020,"Mayer, Vicki; Ronsini, Veneza Mayora; Foletto, Laura Roratto; Marão, Marco; Medeiros, Rafael Ferreira; Rebellato, Mauricio; Reinehr, Lucas","Mídia, comunidade e a pedagogia da mudança social",pt,,,,,,Intercom: Revista Brasileira de Ciências da Comunicação,,"1980-3508, 1809-5844",10.1590/1809-58442020312,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-58442020000300239&tlng=pt,239-255,3,43,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,"/Users/juliabelden/Zotero/storage/ZHH2LD35/Mayer et al. - 2020 - Mídia, comunidade e a pedagogia da mudança social.pdf",,,,,,,,,,,,,,,,,,,,,,,,
db0040,Journal Article,2011,"Sulaiman, Samia Nascimento","Educação ambiental, sustentabilidade e ciência: o papel da mídia na difusão de conhecimentos científicos",pt,,,,,"Global warming, climatic changes, scarcity of natural resources, waste are problems of environmental order. As an answer new knowledge has been generated in the fields of science, technology and environmental education to propose sustainable way to relation between human being and environment, and the media contributes intensively in the propagation of these knowledge. The written press, magazines and newspapers have created sections, supplements, and special editions about education and environment, like Carta na Escola magazine, produced for the Carta Capital magazine, since 2006. Between 2007 September and 2008 August, it published the “Sustainability on the school” series with ten articles about sustainability, science and education. This article analyses the sustainability discourse through the diffusion of scientific knowledge. and focus the limitation of this propose to environmental education. We selected the dialogic language theory, or dialogism, like theoretical and methodological reference for discourse analysis.",Ciência & Educação (Bauru),,1516-7313,10.1590/S1516-73132011000300008,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-73132011000300008&lng=pt&tlng=pt,645-662,3,17,,,,,,,,"/Users/juliabelden/Zotero/storage/644PND2Q/Sulaiman - 2011 - Educação ambiental, sustentabilidade e ciência o papel da mídia na difusão de conhecimentos científ.pdf",,,,,,,,,,,,,,,,,,,,,,,,
db0041,Journal Article,2017,"Simeone Henriques, Márcio; Reis Silva, Daniel",Mudanças climáticas: uma questão de relações públicas?,pt,,,,,"The paper aims to bring close the issue of climate change and the academic research on Public Relations. It is anchored in the perspective of Critical Public Relations, which takes as its basis the exploration of the impacts of this activity on the social processes of meaning creation and power struggles. In order to understand how Public Relations research can help the reflections about climate change, two bibliographic reviews are carried out: the first exploring interfaces between public opinion and climate change, the second approaching a literature that denounces the use of public relations practices by actors and corporations who try to deny the existence of global warming.",Chasqui. Revista Latinoamericana de Comunicación,,"1390-924X, 1390-1079",10.16921/chasqui.v0i136.3288,http://chasqui.ciespal.org/index.php/chasqui/article/view/3288,145,136,,,,http://creativecommons.org/licenses/by-nd/4.0,,,,,/Users/juliabelden/Zotero/storage/X5QL9CGM/Simeone Henriques and Reis Silva - 2017 - Mudanças climáticas uma questão de relações públicas.pdf,,,,,,,,,,,,,,,,,,,,,,,,
db0042,Journal Article,2012,"Hjarvard, Stig",Mediatization: Theorising the Media as Agents of Social and Cultural Change,pt,,,,,"Using mediatization as the key concept, this article presents a theory of the media as agents of cultural and social change. Mediatization is a double-sided process in which the media have developed into a semi-independent institution in society that other institutions have to accommodate to. At the same time media have become integrated into the life-worlds of other institutions like politics, family, work, and religion as more and more of the activities in these institutional domains are performed through both interactive and mass media. In general, mediatization implies a virtualization of social interaction, and by looking at the institutional, technological, and aesthetic affordances of various media we may understand how media come to shape new patterns of interaction.",Matrizes,,"1982-8160, 1982-2073",10.11606/issn.1982-8160.v5i2p53-91,http://www.revistas.usp.br/matrizes/article/view/38327,53,2,5,,,,,,,,/Users/juliabelden/Zotero/storage/VJUXPPV6/Hjarvard - 2012 - Mediatization Theorising the Media as Agents of Social and Cultural Change.pdf,,,,,,,,,,,,,,,,,,,,,,,,
db0043,Journal Article,2013,"Scalfi, Graziele; Massarani, Luisa; Ramalho, Marina; Amorim, Luís",MUDANÇAS CLIMÁTICAS EM UM PROGRAMA BRASILEIRO DE INFOTAINMENT: UMA ANÁLISE DO FANTÁSTICO”,pt,,,,,"The basis of our study was the understanding that climate change is a complex phenomenon that involves political, economic and social interests, and that the mass media has an important social role in the discussion of this topic. In this paper, we investigate the coverage of climate change by Fantástico - Brazilian variety show aired on Sundays and with high audience ratings - over 12 months, between April 2009 and March 2010. A total of 51 programs were analyzed, using as a theoretical reference the construction of media frames, associating content analysis and a qualitative approach. We note that the program has highlighted climate change, having as its main frame the ""consequences"" of it; there was also an important presence of the frames ""mitigation"" and ""scientific uncertainty"" of this phenomenon. The view expressed about the climate change by the program was broad, covering different voices. But scientists played a prominent role among sources, expressing the legitimacy given by the program for this social actor. Fantástico explored intensely some visuals resources, using images of nature affected by climate change and infographics.",Razón y Palabra,,,,,,,,,,,,,,,/Users/juliabelden/Zotero/storage/3N5FSVQS/Scalfi et al. - 2013 - MUDANÇAS CLIMÁTICAS EM UM PROGRAMA BRASILEIRO DE INFOTAINMENT UMA ANÁLISE DO FANTÁSTICO”.pdf,,,,,,,,,,,,,,,,,,,,,,,,
